剧名,年份,导演,编剧,主演,类型,制片国家/地区,集数,单集片长/分钟,豆瓣评分,评价人数/人
天下第一,2005,邓衍成 / 韦丽园,王晶 / 林强,李亚鹏 / 郭晋安 / 霍建华 / 张卫健 / 高圆圆 / 黄圣依 / 刘松仁 / 陈怡蓉 / 叶璇 / 李建义 / 邓超 / 汤镇业 / 陈法蓉 / 唐群,动作 / 爱情 / 古装,中国大陆 / 香港 / 台湾,35,45,7.7,25329
蒲公英,2005,于建福,陶海,胡歌 / 孙莉 / 关颖 / 袁弘 / 杜志国 / 谭耀文 / 洪乙心 / 潘仪君 / 陶泽如 / 郑佩佩,剧情 / 爱情,中国大陆 / 台湾,22,40,7.4,1709
八大豪侠,2005,王晶,王晶,黄秋生 / 陈冠希 / 刘松仁 / 李冰冰 / 林子聪 / 董璇 / 李小璐 / 范冰冰 / 郑晓东 / 韩晓 / 陆毅,剧情 / 武侠,中国大陆 / 香港,40,,6.5,6181
夜半歌声,2005,黄磊,黄磊,徐熙媛 / 黄磊 / 何润东 / 孙莉 / 刘德凯,剧情,中国大陆 / 台湾,30,,6.4,471
美丽新天地,2005,蒋家骏 / 龙绍基,邓紫珊,张智霖 / 杨恭如 / 范冰冰 / 高云翔 / 邓健泓 / 苑琼丹,剧情 / 爱情,中国大陆 / 香港,26,45,6.2,319
烧饼皇后,2005,李岳,,关咏荷 / 郭晋安 / 黄宗洛 / 戴娇倩 / 刘洁,剧情 / 古装,中国大陆 / 香港,19,,6.1,1400
24小时警事,2005,刘惠宁,唐礼兵 / 王_ / 陈维 / 明宇,张嘉译 / 孔琳 / 肖辉 / 景岗山 / 徐正廷 / 王妍妍 / 杨新鸣 / 罗京民 / 谭希和 / 王双宝,剧情 / 悬疑 / 犯罪,中国大陆 / 香港,24,45,5.8,112
海上传奇,2005,曲立君,,斯琴高娃 / 吴倩莲 / 王雨 / 李明启 / 梅婷 / 倪景阳 / 何志峰,,中国大陆 / 台湾,28,,5.7,42
天下太平,2005,林健龙 / 陈皓威,,黄海冰 / 戴娇倩 / 孙耀威 / 陈雅伦 / 关礼杰 / 郑佩佩,剧情,香港 / 台湾,40,,6.7,80
争霸传奇,2006,蔡晶盛,,陈坤 / 郭羡妮 / 刘松仁 / 马德钟 / 樊志起 / 贾妮 / 陈国邦 / 冯绍峰 / 洪雁 / 冼色丽 / 卓凡,剧情 / 古装,中国大陆 / 香港,49,45,8,982
天外飞仙,2006,黄伟明 / 王少杰 / 梁胜权,邓紫珊,胡歌 / 林依晨 / 李勤勤 / 赵亮 / 谢君豪 / 郭妃丽 / 窦智孔 / 吕一 / 唐宸禹 / 韩雪 / 陈秀丽 / 徐锦江 / 邬倩倩 / 岳跃利,爱情 / 奇幻 / 古装,中国大陆 / 台湾,38,47,7.6,20812
新九品芝麻官,2006,邓伟恩 / 温伟基,郭贤,黄子华 / 黄圣依 / 张默 / 苏永康 / 韩雨芹 / 罗家英 / 鲍逸琳 / 李建义 / 唐宸禹 / 吕行,剧情 / 喜剧,中国大陆 / 香港,35,,7.1,426
屋顶上的绿宝石,2006,崔宝珠,杜政哲,霍建华 / 孙俪 / 姚采颖 / 胡宇威 / 贾乃亮 / 张国立 / 张铁林 / 刘雪华 / 白冰冰 / 邬倩倩 / 张翊生,剧情 / 爱情,中国大陆 / 台湾,30,43,6.9,4338
别爱我,2006,李国立,邓飞,徐若_ / 胡歌 / 何炅 / 林家宇 / 蒋雪 / 谢娜 / 顾美华 / 艾伟 / 白云 / 朱玉雯,爱情,中国大陆 / 台湾,31,35,6.8,2126
车神,2006,游达志,,赵薇 / 陆毅 / 李威 / 安以轩 / 乔振宇 / 郑浩南 / 李威尹,剧情 / 爱情 / 运动,中国大陆 / 香港,22,,5.9,310
巴黎恋歌,2006,周晓鹏,环_ / 武瑶,林心如 / 任泉 / 谭俊彦 / 郭晓婷 / 丁文琪 / 狄龙 / 刘雪华 / 郑晓宁 / 周笑莉 / 阎青妤 / 刘涛 / 吴玉芳 / 黄勐,剧情 / 爱情,中国大陆 / 台湾,30,,5.7,125
明宫谜案,2007,孔笙,刘建业 / 孙卓,张晨光 / 萧蔷 / 高鑫 / 刘燕燕 / 桑叶红,历史,中国大陆 / 台湾,38,,7.5,114
李后主与赵匡胤,2007,吴丽骀,,吴奇隆 / 刘涛 / 黄文豪,剧情 / 爱情 / 历史,中国大陆 / 台湾,40,40,7,1438
岁月风云,2007,梁家树,朱镜祺,刘松仁 / 苗侨伟 / 佘诗曼 / 宣萱 / 邓萃雯 / 吴卓羲 / 林_ / 陈美琪 / 廖京生,家庭,中国大陆 / 香港,60,40,7,6257
还君明珠,2007,李惠民 / 余明生,关展博 / 余明生,董洁 / 李宗翰 / 黄少祺 / 李立群 / 孙兴,剧情 / 爱情,中国大陆 / 台湾,40,45,6.6,1194
血未冷,2007,夏晓昀 / 贺子壮,吴丽萍,陈松伶 / 张铎,剧情,中国大陆 / 香港,20,,6.4,42
霍元甲,2007,关锦鹏 / 鞠觉亮,陈翘英,郑伊健 / 陈小春 / 周牧茵 / 屈_ / 梁家仁,剧情,中国大陆 / 香港,42,,6.4,1184
转角遇到爱,2007,唐迪 / 林合隆,柴智屏 / 安婕 / 杨碧凤,徐熙媛 / 罗志祥 / 陈至恺 / 姜超 / 路嘉欣 / 藤冈靛 / 庾澄庆 / 方芳 / 陈_骐 / 黄鸿升 / 陈彦儒 / 张立威 / 瓦娜 / 范明 / 李晟 / 沈孟生 / 张瑞珈 / 肖剑,爱情,中国大陆 / 台湾,24,26,6.4,20575
龙游天下,2007,罗灿然,东函,王灿 / 曾安琪 / 齐千郡 / 沈世朋 / 周明增 / 贺镪 / 王嘉晖 / 马启慧 / 陈涛 / 李肖宁 / 乌日根 / 关悦 / 刘广厚 / 孟月英 / 李铁军 / 袁曼芬 / 郭军 / 张如君 / 张静东 / 张瑞珈 / 杨子炫 / 张家俊 / 王瑜 / 张丁懿 / 姚卓君 / 阴奕彤 / 刘苏 / 关少曾 / 刘奕宏 / 文忠 / 于子宽 / 董可飞 / 米杨 / 宋芮宁 / 张波 / 王小红 / 赵芙丽 / 戚一鸣 / 毕瀚文,剧情 / 古装,中国大陆 / 台湾,38,40,6.1,1813
又见一帘幽梦,2007,曾丽珍 / 麦大杰,琼瑶 / 沈芷凝,方中信 / 秦岚 / 张嘉倪 / 保剑锋 / 张晨光 / 吴冕 / 刘威葳 / 曾之乔 / 曹颖,剧情 / 爱情,中国大陆 / 台湾,46,48,5.6,13793
媳妇的眼泪,2007,罗福,,谢祖武 / 俞小凡 / 李欣,剧情 / 家庭,中国大陆 / 台湾,46,,5.2,222
红海棠,2008,侯明杰,傅琦然 / 汪弈升,杨若兮 / 许亚军 / 吕颂贤,,中国大陆 / 香港,27,,7.5,101
少林僧兵,2008,李惠民,王秋雨、李志贤,洪金宝 / 李铭顺 / 洪天照,,中国大陆 / 香港,34,,6.8,126
老师错了,2008,谢一德,林煌坤,张庭 / 张晓龙 / 王馥荔,,中国大陆 / 台湾,26,,6,85
仁者黄飞鸿,2008,王晶,王晶 / 陈茂贤,张卫健 / 陈炜 / 文颂娴 / 林子聪 / 孔琳 / 王晶 / 吴庆哲 / 张启乐,动作 / 古装,中国大陆 / 香港,33,43,5.9,610
现代美女,2008,蒋家骏,倪鹰 / 杨智深,杨恭如 / 霍建华 / 王曦仪 / 于小伟 / 黎宣 / 翁虹 / 申珉熙 / 卢杰君 / 唐嫣,剧情 / 爱情,中国大陆 / 香港,26,45,5.7,153
心星的泪光,2009,林合隆,周平之 / 毛训容,言承旭 / 关颖 / 曾恺_ / 陈至恺 / 章雯淇 / 丁宇辰 / 赵舜 / 刘瑞琪,爱情,中国大陆 / 台湾,20,60,6.3,1291
多情女人痴情男,2009,裘立新,裘立新,贾青 / 陈浩民 / 金佳,剧情,中国大陆 / 香港 / 台湾,35,,6,38
守着阳光守着你,2009,霍耀良,,明道 / 陈乔恩 / 张默,剧情 / 爱情,中国大陆 / 台湾,30,,5.6,331
微笑在我心,2009,周德华 / 张敏,仲__意小_,明道 / 张嘉倪 / 徐洁儿 / 黄勐 / 马可 / 张芯瑜,剧情 / 爱情,中国大陆 / 台湾,30,,4.6,729
神医大道公,2010,刘仕裕 / 郑基成,陈文贵,郑少秋 / 郭冬临 / 廖家仪 / 袁弘 / 淳于珊珊 / 王灿 / 陈佳佳 / 商蓉 / 谢闻轩,喜剧 / 奇幻 / 武侠,中国大陆 / 台湾,30,,6.5,504
天涯赤子心,2010,陈朱煌,陈朱煌,陆子艺 / 孙天宇 / 寇世勋 / 冯绍峰 / 隋俊波 / 佟丽娅 / 刘宸希 / 岳虹 / 张明明,剧情 / 爱情 / 家庭 / 儿童,中国大陆 / 台湾,38,,6.3,942
刁蛮娇妻苏小妹,2010,邝业生,,郭晋安 / 董璇 / 董维嘉 / 魏骏杰 / 刘庭羽 / 苑琼丹 / 邵传勇 / 骆达华 / 冯敏 / 吴迪 / 关菁,剧情,中国大陆 / 香港,30,,5.4,305
熊猫人,2010,周杰伦,发条 / 李怡嘉 / 李莎,宋健彰 / 詹宇豪 / 江语晨 / 唐嫣 / 田京泉 / 周杰伦 / 言承旭 / 曾志伟,剧情 / 爱情,中国大陆 / 台湾,29,43,4.4,3673
彼岸1945,2011,梦继,潘朴,周渝民 / 张钧甯 / 王学圻 / 阎娜 / 张晨光 / 李李仁 / 李国毅 / 葛蕾 / 龙劭华 / 杨贵媚 / 张丹峰 / 王少伟 / 吕行 / 谢钢 / 赵阳 / 侯长荣 / 宗晓军 / 钱漪 / 潘彦妃 / 九孔 / 施诗 / 聂雅亮,剧情 / 爱情 / 历史 / 战争,中国大陆 / 台湾,34,45,8.4,1760
恋爱SOS,2011,宋坤儒,李翔 / 蔡悦,陈意涵 / 薛仕凌 / 鲁诺,剧情 / 喜剧 / 爱情,中国大陆 / 台湾,8,45,6.9,762
幸福最晴天,2011,徐辅军,杜政哲,贺军翔 / 张钧甯 / 李易峰 / 周子涵 / 李金铭 / 李智楠 / 明道 / 郑伟,爱情,中国大陆 / 台湾,25,45,6.5,4075
爱上查美乐,2011,柯翰辰,曹绩雅 / 方懿德 / 林雅淳 / 单飞雪,贺军翔 / 王心凌 / 柳岩 / 张伦硕 / 施易男,爱情,中国大陆 / 台湾,13,40,6,4941
幸福三颗星,2011,林子平,罗法平,杨谨华 / 蓝正龙 / 吴建飞,,中国大陆 / 台湾,20,55,5.7,875
带刀女捕快,2011,邝业生,陈志恒 / 彭艳雯 / 叶敏,欧阳震华 / 佘诗曼 / 姜鸿 / 王翔弘 / 宋春丽 / 娄艺潇 / 徐敏 / 段倩茹 / 奚美娟 / 谷伟,古装,中国大陆 / 香港,34,,5.4,298
大唐双龙传,2011,王晶,王晶,方力申 / 陈国坤 / 司光敏 / 李佳佳 / 应采儿 / 田蕾希 / 小王晶 / 朱茵,奇幻 / 武侠 / 古装,中国大陆 / 香港,35,40,3.9,829
新还珠格格,2011,李平 / 丁仰国,琼瑶 / 黄素媛,李晟 / 海陆 / 邱心志 / 张睿 / 邓萃雯 / 李佳航 / 班杰明 / 高梓淇 / 赵丽颖 / 路宏 / 孙耀琦 / 王今铎 / 周放 / 林心如 / 方青卓,剧情 / 喜剧 / 动作 / 爱情 / 古装,中国大陆 / 台湾,98,40,3.5,14788
恋夏38℃,2012,黄朝亮,黄朝亮,胡宇崴 / 吴映洁 / 苑新雨 / 王睿 / 是元介,剧情 / 爱情,中国大陆 / 台湾,30,47,7.6,485
滚滚红尘,2012,潘文杰,贾伟南,郑嘉颖 / 秦岚 / 蒋恺 / 徐洁儿 / 杨烁 / 涂黎曼 / 吴卓羲 / 夏力薪 / 王海地,剧情 / 爱情,中国大陆 / 香港,36,40,7,154
跑马场,2012,刘书亮 / 徐小明,,黄宗泽 / 胡杏儿 / 胡可 / 曹俊 / 张娜拉 / 臧金生 / 毕彦君 / 伍卫国 / 王绘春 / 朱虎声,,中国大陆 / 香港,33,,6.6,200
广告风云,2013,叶昭仪,,林_ / 唐嫣 / 袁弘 / 马德钟 / 迟帅 / 陈燃 / 杨婷婷,剧情 / 爱情,中国大陆 / 香港,84,40,5.9,182
花非花雾非雾,2013,丁仰国 / 李平,琼瑶 / 黄素媛,李晟 / 张睿 / 朱镇模 / 林心如 / 刘德凯 / 万茜 / 姚元浩 / 杨紫 / 赵魏,剧情 / 爱情,中国大陆 / 台湾,50,45,4.8,4434
真爱遇到他,2014,柯翰辰,陈欣怡,安以轩 / 贺军翔 / 弦子 / 信 / 付辛博,剧情 / 喜剧 / 爱情,中国大陆 / 台湾,30,,5.7,590
卫子夫,2014,刘家豪,梅小青,王珞丹 / 林_ / 周丽淇 / 徐正溪 / 俞小凡 / 陈莎莉 / 沈泰,剧情 / 古装,中国大陆 / 香港,47,40,5.6,6618
神医大道公前传,2014,杨证雄,陈文贵,韩栋 / 张铎 / 孙耀琦 / 杜海涛 / 张芯瑜 / 牛飘 / 刘迪妮 / 康福震 / 明俊臣 / 李茜 / 何云伟,剧情 / 古装,中国大陆 / 台湾,35,,4.5,107
爱情来的时候,2014,余咏珊,梁伟庭  / 邓炜鹏 / 叶登伟 / 叶子文,佘诗曼 / 马国明 / 徐子珊 / 温升豪 / 王宥胜 / 王祖蓝 / 炎亚纶 / 渡边直美 / 钟嘉欣 / 延政勋,爱情,香港 / 台湾,4,45,6.5,1840
我的灵界男友,2015,张修诚,,陈匡怡 / 刘以豪 / 张睿家,剧情 / 喜剧 / 爱情 / 奇幻,中国大陆 / 台湾,39,25,6.6,248
风云天地,2015,王晶,王晶,汪明荃 / 刘恺威 / 赵雅芝 / 唐嫣 / 莫小棋 / 萧正楠 / 黄德斌 / 童菲 / 黎耀祥 / 李施_,剧情 / 家庭,中国大陆 / 香港,38,40,5.4,614
明若晓溪,2015,吴建新,明晓溪,曾沛慈 / 林子闳 / 蔡颐榛 / 马振桓 / 徐开骋 / 曹曦月,剧情 / 爱情,中国大陆 / 台湾,29,45,3.4,1878
终极游侠,2016,徐辅军,,罗云熙 / 程砚秋 / 马振桓 / 程予希 / 沈瑶 / 熊梓淇 / 吕_峰 / 胡玮杰 / 詹子晴,爱情 / 武侠,中国大陆 / 台湾,40,,7,410
超少年密码,2016,郑芬芬,郑芬芬,王俊凯 / 王源 / 易烊千玺 / 黄其淋 / 丁程鑫 / 王祖蓝 / 钟镇涛,剧情 / 科幻 / 悬疑,中国大陆 / 台湾,25,,6.5,3746
无间道,2016,洪金泼 / 梁国斌,欧冠瑛,王阳 / 罗仲谦 / 朱锐 / 苏丽珊 / 罗嘉良 / 廖碧儿 / 曾志伟 / 任贤齐 / 刘松仁 / 卢海鹏 / 石修 / 梁靖琪 / 梁汉文 / 吴廷烨 / 张松枝 / 朱鉴然 / 姜皓文 / 艾威 / 郭政鸿 / 周俊伟 / 杨天经 / 林嘉华 / 林俊贤 / 车婉婉 / 龚慈恩 / 陆骏光 / 赵雅淇 / 汤加文 / 元彪 / 郑家生  / 陈安莹 / 黄竣锋 / 张文杰 / 罗浩楷 / 潘绍聪 / 古天祥,剧情 / 悬疑 / 犯罪,中国大陆 / 香港,30,45,6.4,176
恶作剧之吻,2016,林清芳 / 蔡季瑛,李懿芳,李玉玺 / _心_ / 蔡灿得 / 席惟_ / _以_ / 洪胜德,喜剧 / 爱情,中国大陆 / 台湾,39,25,3.7,899
盲侠大律师,2017,罗俊伟 / 林志华,刘彩云 / 陈琪 / 冯冠芝 / 区彦媛 / 曾汉,王浩信 / 蔡思贝 / 李佳芯 / 张振朗 / 单立文 / 朱千雪 / 林韦辰 / 陈庭欣 / 黄子恒 / 何君诚 / 许家杰 / 翟威廉 / 罗乐林 / 张彦博 / 赵永洪 / 何俊轩 / 冯素波 / 刘温馨 / 张明伟 / 陈婉婷 / 潘芳芳 / 尹诗沛 / 陈志健 / 沈可欣 / 杨证桦 / 徐玟晴 / 蒋家_ / 谭凯琪 / 蔡康年 / 蔡国威 / 魏惠文 / 李漫芬,剧情 / 喜剧 / 爱情 / 犯罪,中国大陆 / 香港,28,43,7.7,15185
使徒行者2,2017,苏万聪 / 苏嘉敏,叶天成 / 黎倩仪,苗侨伟 / 陈豪 / 宣萱 / 袁伟豪 / 周柏豪  / 黄翠如 / 许绍雄 / 麦明诗 / 何佩珉,剧情 / 爱情 / 犯罪,中国大陆 / 香港,30,43,6.9,26096
溏心风暴3,2017,陈志江,方家逸 / 吴仲泉,黄宗泽 / 王浩信 / 李司棋 / 夏雨 / 米雪 / 关菊英 / 阮兆祥 / 李国麟 / 蒋志光 / 岑丽香 / 黄翠如 / 陈敏之 / 唐文龙 / 李忠希 / 马浚伟 / 周骢 / 庄思敏 / 李成昌 / 吴家乐 / 胡琳 / 梁舜燕 / 陈智_ / 韩马利 / 苗可秀 / 郑希怡 / 冯盈盈 / 黄嘉乐 / 韦家雄 / 欧阳巧莹 / 杨柳青 / 张宝儿 / 李漫芬 / 罗乐林 / 谭嘉仪 / 黄得生 / 谭炳文 / 刘温馨 / 林泳淘 / 周丽欣 / 唐贝诗 / 黄智贤 / 汪明荃 / 黄长兴 / 黄夏蕙 / 陆浩明 / 文雪儿 / 张达伦 / 陈荣峻 / 杜燕歌 / 叶凯茵 / 周宝霖 / 朱敏瀚 / 何伟业 / 林淑敏 / 莫家淦 / 卫志豪 / 吴香伦 / 林伊丽 / 郭千瑜 / 陈伟琪 / 朱智贤 / 曹思诗,剧情,中国大陆 / 香港,40,45,6.2,10769
东方华尔街,2018,黄国强,杜瑞榕 / 甄_荣 / 何永航 / 余盼盼 / 卢嘉谊 / 冯镇宇,吴镇宇 / 张孝全 / 余男 / 陈家乐 / 江奇霖 / 蔡洁 / 潘灿良 / 谭耀文 / 张可颐 / 廖启智 / 桂纶镁 / 罗家英 / 崔碧珈 / 何华超 / 张武孝 / 陆骏光 / 梁健平,剧情,中国大陆 / 香港,5,45,7.7,21779
蚀日风暴,2018,洪金泼,姜博洋 / 杨牧天 / 曾柏建 / 彭晓茵 / 因夏 / 蒋嘉昕 / 陈兆禧,张智霖 / 薛凯琪 / 王阳明 / 陈瑾如 / 李思函 / 梁汉文 / 梁靖琪 / 宝儿 / 秦沛 / 许绍雄 / 刘兆铭 / 罗家英 / 卢惠光 / 林嘉华 / 郭政鸿 / 麦长青 / 朱鉴然 / 吴肇轩 / 汉研 / 杨鸿俊 / 麦少瑜 / 陈少邦 / 林家熙 / 王敏德  / 陈启泰 / 邵仲衡 / 沈震轩 / 郭卓桦 / 陈安莹 / 灰熊 / 杨天经 / 李鸿杰 / 艾威 / 张松枝 / 黄竣锋 / 张文杰 / 顾定轩 / 泰臣 / 陈彼得 / 鲍康儿 / 张雷 / 姜文杰 / 梁健平 / 何庆辉 / 黄华和 / 车婉婉 / 吴浣仪 / 张沛乐 / 刘沛蘅 / 何咏雯 / 陈思齐,剧情 / 悬疑 / 犯罪,中国大陆 / 香港,36,45,6.5,13033
陌生人,2018,保罗・安德鲁・威廉姆斯,马克・丹顿 / 强尼・斯托克伍德,约翰・西姆 / 黄秋生 / 梁佩诗 / 安东尼・海斯 / 汤姆・吴 / 托马斯・恰兴 / 杰森・王 / 克里斯多夫・泰克 / 卡・亚历山大 / 艾米莉娅・福克斯 / 德乌拉・基尔万 / 蒂姆・麦克纳尼 / 罗莎琳德・霍尔斯特德 / 丹尼尔・约克 / 张茵,剧情 / 惊悚 / 犯罪,中国大陆 / 香港,8,60,6.5,593
飞虎之潜行极战,2018,李惠民 / 查传谊 / 李文龙,王秋雨 / 马焱,苗侨伟 / 黄宗泽 / 吴卓羲 / 张兆辉 / 王敏德  / 吴岱融 / 王敏奕 / 梁烈唯 / 黄子恒 / 陈山聪 / 伍咏薇 / 龚慈恩 / 刘美娟 / 黄智雯 / 陈凯琳 / 高海宁 / 郑雪儿 / 何佩瑜 / 吴思佳,剧情 / 动作 / 悬疑 / 犯罪,中国大陆 / 香港,30,45,5.9,9372
泡沫之夏,2018,于中中,明晓溪 / 李田 / 贾彬彬,张雪迎 / 秦俊杰 / 黄圣池 / 陈欣予 / 黄德毅 / 袁子芸 / 李逸男 / 刘佳 / 宋海颉 / 施羽 / 麦迪娜 / 范晓东 / 丁可 / 代乐乐 / 李若嘉,爱情,中国大陆 / 台湾,36,45,5.3,13998
深宫计,2018,方俊华 / 梅小青,林少枝 / 阮美凤,马浚伟 / 胡定欣 / 刘心悠 / 陈炜 / 张文慈 / 周秀娜 / 马国明 / 萧正楠 / 黄心颖 / 罗霖 / 张慧仪 / 康华 / 米雪 / 李龙基 / 吕珊 / 韩马利 / 潘冠霖 / 李天翔 / 陆诗韵 / 张达伦 / 曾伟权 / 谢雪心 / 赖慰玲 / 李美慧 / 韦家雄 / 关伟伦 / 黄得生 / 袁文杰 / 李忠希 / 邵卓尧 / 王俊棠 / 杨证桦 / 麦玲玲 / 陈志健 / 杜燕歌 / 陈庭欣 / 区霭玲,剧情 / 爱情 / 古装,中国大陆 / 香港,36,40,5.3,11212
如果，爱,2018,张哲书,朱柒柒,张柏芝 / 吴建豪 / 倪景阳 / 徐志贤 / 张双利 / 田岷 / 范春霞 / 黄烁文 / 侯雪龙 / 冯若绮,剧情 / 爱情 / 家庭,中国大陆 / 香港,47,45,4.2,4766